Runtime (em: downsample): 1.6689300537109375e-06
Runtime (cy: downsample): 2.379638195037842
Runtime (cy (older): downsample): 6.9141387939453125e-06
         879806 function calls (864749 primitive calls) in 3.646 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.001    0.001 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:509(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 zipfile.py:570(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:593(LZMADecompressor)
        3    0.000    0.000    0.000    0.000 zipfile.py:641(_check_compression)
        1    0.000    0.000    0.000    0.000 zipfile.py:689(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:715(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:735(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:964(_ZipWriteFile)
     2457    0.008    0.000    0.008    0.000 {built-in method __new__ of type object at 0x1082af4e0}
      149    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       84    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       50    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       36    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      817    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     4263    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
  134/102    0.079    0.001    0.149    0.001 {built-in method _imp.create_dynamic}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
      134    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
      142    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
     1197    0.001    0.000    0.001    0.000 {built-in method _imp.is_frozen}
     6327    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       35    0.000    0.000    0.000    0.000 {built-in method _pickle.dumps}
        4    0.003    0.001    0.003    0.001 {built-in method _posixsubprocess.fork_exec}
      148    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
     1655    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
      260    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       58    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       48    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      271    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
     2577    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
     4135    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
       23    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       74    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
       12    0.000    0.000    0.000    0.000 {built-in method blosc.blosc_extension.clib_info}
        1    0.000    0.000    0.000    0.000 {built-in method blosc.blosc_extension.compressor_list}
        1    0.000    0.000    0.000    0.000 {built-in method blosc.blosc_extension.init}
        1    0.000    0.000    0.000    0.000 {built-in method blosc.blosc_extension.set_nthreads}
        1    0.000    0.000    0.000    0.000 {built-in method blosc.blosc_extension.set_releasegil}
2241/2220    0.072    0.000    0.176    0.000 {built-in method builtins.__build_class__}
  721/220    0.001    0.000    0.966    0.004 {built-in method builtins.__import__}
     1183    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      362    0.000    0.000    0.000    0.000 {built-in method builtins.all}
     1236    0.001    0.000    0.003    0.000 {built-in method builtins.any}
      991    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      997    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       11    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       26    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
       47    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       11    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
   1137/1    0.060    0.000    3.648    3.648 {built-in method builtins.exec}
    15529    0.009    0.000    0.009    0.000 {built-in method builtins.getattr}
      394    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
16702/16693    0.011    0.000    0.011    0.000 {built-in method builtins.hasattr}
       29    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
     1991    0.000    0.000    0.000    0.000 {built-in method builtins.id}
30261/30259    0.008    0.000    0.010    0.000 {built-in method builtins.isinstance}
3876/3816    0.001    0.000    0.002    0.000 {built-in method builtins.issubclass}
      314    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
40969/40304    0.005    0.000    0.005    0.000 {built-in method builtins.len}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      301    0.000    0.000    0.000    0.000 {built-in method builtins.max}
    14059    0.004    0.000    0.004    0.000 {built-in method builtins.min}
      236    0.000    0.000    0.023    0.000 {built-in method builtins.next}
     2316    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      698    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     4067    0.003    0.000    0.003    0.000 {built-in method builtins.setattr}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      213    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
       30    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
     1654    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      216    0.005    0.000    0.005    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      817    0.097    0.000    0.097    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        3    0.000    0.000    0.000    0.000 {built-in method math.log10}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method numexpr.interpreter._set_num_threads}
      276    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
       26    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.arange}
4096/4094    0.012    0.000    0.012    0.000 {built-in method numpy.core.multiarray.array}
       11    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.can_cast}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.concatenate}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.datetime_data}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty_like}
       70    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.empty}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.result_type}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.zeros}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.frompyfunc}
       34    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
       17    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.seterrobj}
       32    0.000    0.000    0.000    0.000 {built-in method pandas.algos.ensure_int64}
       11    0.000    0.000    0.000    0.000 {built-in method pandas.algos.ensure_object}
        9    0.000    0.000    0.000    0.000 {built-in method pandas.algos.ensure_platform_int}
        4    0.000    0.000    0.000    0.000 {built-in method pandas.lib.array_equivalent_object}
    41870    0.007    0.000    0.007    0.000 {built-in method pandas.lib.checknull}
        8    0.000    0.000    0.000    0.000 {built-in method pandas.lib.list_to_object_array}
        7    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        7    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        4    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
       13    0.000    0.000    0.000    0.000 {built-in method posix.access}
       12    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
     3962    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
      278    0.004    0.000    0.004    0.000 {built-in method posix.getcwd}
        3    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
      135    0.006    0.000    0.006    0.000 {built-in method posix.listdir}
       59    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        8    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        4    0.003    0.001    0.003    0.001 {built-in method posix.read}
     4987    0.042    0.000    0.042    0.000 {built-in method posix.stat}
        5    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        5    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        4    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 {built-in method psutil_osx.cpu_times}
        1    0.000    0.000    0.000    0.000 {built-in method psutil_osx.per_cpu_times}
        1    0.000    0.000    0.000    0.000 {built-in method pyexpat.ParserCreate}
        1    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.coo_tocsr}
        1    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_has_canonical_format}
        1    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_tocsc}
      234    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        3    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        9    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
       46    0.002    0.000    0.002    0.000 {built-in method zlib.crc32}
        4    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        2    0.000    0.000    0.000    0.000 {downsample.core.mur_wrapper_cy._concat_cols}
        1    0.025    0.025    0.025    0.025 {downsample.core.mur_wrapper_cy.build_inv_index}
        2    0.000    0.000    0.064    0.032 {downsample.core.mur_wrapper_cy.concat_cols}
        2    0.000    0.000    0.002    0.001 {downsample.core.mur_wrapper_cy.get_str_cols}
        1    2.051    2.051    2.051    2.051 {downsample.core.mur_wrapper_cy.sample_pairs}
        1    0.224    0.224    0.224    0.224 {downsample.core.mur_wrapper_cy.tokenize_n_rem_stopwords}
        2    0.000    0.000    0.000    0.000 {function DecompressReader.close at 0x10fbc0950}
        3    0.001    0.000    0.001    0.000 {function Random.seed at 0x10fc09950}
        1    0.000    0.000    0.000    0.000 {method 'ParseFile' of 'pyexpat.xmlparser' objects}
      610    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      876    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       58    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       16    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
       34    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
     1291    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
     3787    0.002    0.000    0.008    0.000 {method 'any' of 'numpy.ndarray' objects}
    72018    0.008    0.000    0.008    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
